insertId,"jsonPayload.""cos.googleapis.com/container_id""","jsonPayload.""cos.googleapis.com/stream""",jsonPayload.message,"labels.""compute.googleapis.com/resource_name""",logName,receiveTimestamp,resource.labels.instance_id,resource.labels.project_id,resource.labels.zone,resource.type,timestamp
6zooglzkjg4l5z3sj,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:14:37.539539806Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:14:34.445969539Z
6zooglzkjg4l5z3jh,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:14:27.395078659Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:14:22.444677371Z
6zooglzkjg4l5z3fj,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:14:17.539536001Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:14:14.412449822Z
6zooglzkjg4l5z2yx,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:14:11.522442791Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:14:06.576587818Z
6zooglzkjg4l5z2uc,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:14:01.531973964Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:13:58.583677477Z
6zooglzkjg4l5z2rl,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:13:56.520519851Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:13:54.582297853Z
6zooglzkjg4l5z2kz,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:13:51.498302786Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:13:46.429859431Z
6zooglzkjg4l5z2hb,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:13:40.455783817Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:13:38.544877445Z
6zooglzkjg4l5z2ed,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:13:35.393287909Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:13:34.410586952Z
6zooglzkjg4l5z1xt,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:13:30.361666300Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:13:26.422329374Z
6zooglzkjg4l5z1uc,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:13:25.452357395Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:13:22.798607226Z
6zooglzkjg4l5z1sx,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:13:19.485935697Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:13:18.473839872Z
6zooglzkjg4l5z1pf,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:13:19.485935697Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:13:14.557261242Z
6zooglzkjg4l5z1mj,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:13:13.492562586Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:13:10.806375497Z
6zooglzkjg4l5z1fy,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:13:03.311933918Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:13:02.561012527Z
